Geneid	VM-1	VM-2	VM-3	VM-4
YBR182C	467.5	853	493	1208.5
YBR134W	1	0	1.36	0
YBL037W	2061.76	2115.67	2147.27	2775.08
YBR019C	264.5	152	196	204
YBR022W	354.17	242	440	379
YBR121C-A	510	221	525	306
YBR119W	681	419.25	843	615
YBL022C	7922.5	4348	8398.79	6033.79
snR161	648	461	632	569
YBR243C	686.67	608.1	674.25	813.1
YBR234C	2229.25	1912.5	2301	2532.25
YBR179C	2171.33	1278	2516.12	1892.24
YBR247C	2149.29	816.58	2321.06	1181.31
YBR124W	11	12	19	16
YBL086C	417	236	491	370
YBL065W	7	3	3	4
YBR227C	829.76	498.5	1012.12	766
YBR218C	10189.27	4363.77	9393.04	5528.8
YBR244W	726	713	987	1019
YBR160W	1199	817	1443.75	1179
YBL080C	342	221	427	348
YBR083W	2371.58	3794.31	2923.66	5467
YBR294W	118.5	699.92	84.82	764.5
tI(AAU)B	0	0	0	0
YBR091C	180	58	180.5	91.5
YBR284W	249.25	241	268	314
YBR158W	2048.66	6941.89	2444.1	9621.25
YBR111W-A	412	238.83	467.83	346.17
YBL071C	7	7	13.25	11
YBR126W-B	332	175	284.92	264.5
YBR229C	5804.5	4126.38	5999.52	5702.72
YBR042C	615.55	435	664.35	591.25
YBR150C	1033.29	1249	1058.42	1729.12
YBR298C	150.96	87.67	139	129.06
YBR143C	4351.18	1873	4969.17	2743
YBR014C	471	294	486	440.5
tS(AGA)B	0	4.7	0.97	2.2
YBR259W	894.75	801.12	1081.58	1176.33
YBR060C	1247.5	878	1446.25	1302.67
YBR180W	8	7	11.33	9
YBL034C	2384.55	1583.2	2720.82	2326.97
YBR212W	3739	4118	4017.67	5316.83
YBR071W	782	566	961	834
YBL074C	291	271	359	356
YBL107C	419	204.5	496	289
YBR097W	1804.64	1433.75	2136.47	2147.69
YBR136W	4737.64	2421.75	4923.77	3454.46
YBR039W	4808.14	2378.25	5624.25	3354.25
YBL089W	1024	781.12	1069.22	1090
YBL067C	2743.17	1899	2965	2802.75
YBR270C	349.57	322.5	426.5	447
YBR087W	913	394.5	1165.75	619
YBR121C	10172.5	4921.5	11143.67	6839.81
YBR026C	2139	1655.5	2442.62	2253
YBR197C	466	358.15	558.1	470.05
YBR027C	95	78.5	140	134.5
YBR177C	2927.5	1904.1	2710.5	2397.25
YBR176W	322	175.5	400	239.17
YBR230W-A	60	63	73.5	100
YBR090C	85.5	92.5	95.54	113.62
YBL071C-B	8	7	10.5	12
YBR064W	0	0	1	1
YBR044C	847	628.25	1011	935.72
YBL068W	1658.5	869.25	2036	1332.33
YBR216C	1054.55	811.72	1270.67	1272.77
YBR271W	579	234	612.33	316.67
YBR084W	7764.25	2303.12	8218.88	3272.1
YBR065C	664	343	694	529.25
YBR245C	2456.37	1366	2674.08	2006.75
YBR085W	17	3	30	6
YBR059C	3387.6	3316	3617	4683.1
YBR068C	5171.25	3974.1	5035	5377.55
YBR285W	35	50	48	81
YBR041W	3771.83	2783.5	4017.35	3803.52
YBR252W	628	304	740	420.33
YBL082C	898.5	295	803.5	398
YBL002W	725.39	350.68	744.35	474.4
YBL098W	320.31	201	428.15	503.94
YBR117C	79.3	59.5	50.83	97.67
YBR214W	2438.58	5130.5	2581	6584.58
YBR169C	1887.75	1975	2137.83	2827.25
YBR207W	1364.5	817	1275	1097
YBR155W	569.17	176.25	688	338
YBL106C	1913.75	1377	2098.58	1973
YBR237W	822	529.17	901.75	739.5
YBR193C	577	435	686	690.75
YBR149W	3055.55	3447.61	3593.83	5102.38
YBR013C	324.67	183.5	299.5	256
YBL063W	539.74	530	683.08	800.11
YBL029C-A	709	792	779.5	1098
YBR147W	343	144	387.05	200
YBR246W	1526	903	1518	1288
YBR002C	445	238	567.5	440
YBR023C	6559	10692.75	6832.25	13848.14
YBL088C	3307.12	2895.33	3502.38	4114.25
YBL064C	1215	987	1475	1460.25
YBL007C	6478.05	4711.1	6510.76	6306.36
tL(UAA)B2	2	3.06	3.25	1.14
YBL093C	704	713	858	1010
YBL091C	1934	1413	2354	2011
YBR142W	3937.32	1552.17	4786.61	2237
YBR047W	121.67	84.81	155.72	119
YBR238C	7040.81	3042.15	7846.89	4400.3
YBR067C	24599.46	2836.5	25030.58	3500.73
YBR010W	691.5	397	770.5	583.07
YBL054W	4977	2979.25	6004.37	4367.35
YBR209W	5	0	5	1
YBL060W	883.67	700.5	982.79	923.11
YBR089W	4	53.5	4	80
YBR025C	12547.5	6231.86	14291.43	8610.55
YBR040W	245	6634.29	383.01	9179.6
YBR230C	2472.5	2456	3015	3305.5
YBL027W	9191.75	4318.56	10399.5	5991.5
YBL100C	0	0	2	1
YBR261C	546.05	247.05	532.1	357.05
YBR034C	2753	1332	3087.5	1998.06
YBR101C	1596	1284.5	1678	1747.06
YBL010C	165.1	178.25	228.17	308
YBR053C	817	815.17	947.22	1194
YBL059C-A	649	297	794	469
YBR255C-A	514.3	325	562	494
YBL042C	4730.25	3239	4788.5	4457
YBL039C	3169.5	852.75	3443.5	1244.5
YBR217W	174	145	188	181.75
YBR200W-A	0	0	0	0
YBL003C	299.5	244	392	352.5
YBR069C	4289.75	720	4404	1046.05
YBR056W-A	454.5	2409.67	554.5	3248.25
YBR009C	542	276	644	395
YBL038W	614.5	379.25	770	577.33
YBR056C-B	1.7	7.2	11	5.5
YBR081C	2774.97	1628.74	3322.39	2386.15
YBR007C	1217.33	1891	1469.58	2632.89
YBR146W	2090.45	954.2	2421	1308.65
YBR171W	881	565.58	922	719.17
YBL028C	1592	811	2122	1191
YBR135W	867.75	636	908.5	903.17
YBR264C	120	92	196	160.17
YBR043C	1542.25	938.92	1435.25	1356.5
YBL059W	151.5	97	186.87	171.25
YBR131W	514.17	505.25	628.14	763.27
YBR233W-A	49	34	69	44
YBR092C	12341.59	637.08	12538.96	928.37
YBR126C	3293	3241	3210.97	4346
YBR057C	856	567	1049.5	866.5
YBR086C	9158.75	7665.62	9263.42	10023.5
YBR174C	8.5	2	9	9
snR56	75	25	64	41
YBR281C	1937.12	1116.76	2177.6	1542.83
YBL103C	1052.25	893	1216	1256
tG(GCC)B	0	0	0	0
YBR159W	4760	2514.17	5222.67	3493
YBR118W	131528.21	72766.01	137396.83	104971.3
YBL004W	15853.98	5550.42	16018.15	7794.77
YBR163W	1281.83	982.33	1440	1321.33
YBL013W	125	58.5	109.22	77.5
YBL112C	4.75	3.6	4.15	4.02
YBR231C	232.52	132	254.12	197.62
YBL066C	3741.5	2736.25	3783.42	3683.5
YBR008C	583	440	534	516
YBL015W	699.49	397.2	573.26	511.37
YBR038W	686.38	909.2	742.37	1210.25
YBL018C	412	137	446	257
YBR253W	370.25	299	479	442
YBL068W-A	352	120	385	158
YBR058C	3683	2165	4201.36	3236.83
YBL084C	1559	1260.33	1820.75	1751.7
YBR224W	58.62	40	49.5	54
YBR077C	225.2	286	276.17	409
YBL087C	4678.5	2231	4861.75	2897
YBR098W	264.32	304	334.5	427
YBR239C	1487.69	1101.67	1715.21	1564.55
YBR168W	435	368	473	455.33
YBL046W	221	127	213.14	200.17
YBR003W	1814	1147.06	2046.05	1649
YBR215W	1666.75	1148	2239.88	1698
LSR1	23391.03	16832.87	21265.82	20486.96
YBL025W	72	56.23	85	80
YBR105C	4012.24	2071	4526.87	3053.12
YBR200W	1848.27	1081.7	2037.32	1565.15
YBR190W	354.67	213	380.58	266.25
YBR248C	1843.3	1084.27	1963.47	1452.05
YBR145W	287.25	99	240.33	158
YBL047C	13142	11183.17	14211.42	14865.5
YBR099C	33	19	31	15
YBL014C	1344.1	667.2	1431.1	943.2
YBR062C	394	245	520	360.5
YBL092W	11788.8	7149.36	13108.19	9291.04
YBR240C	107.33	39	115.25	61.66
YBR251W	633	248	749.25	344.05
YBR199W	1998	1253.5	2125	1789.5
YBR128C	41	50	51	69
YBR139W	1912.75	2673.5	2006	3706.5
YBL070C	1.25	0	2	1.17
YBR054W	5555.5	397.5	5650.83	600.5
YBL039W-B	176	241	193	396.17
YBR072W	498.05	309	476	462.25
YBR111C	1502	1068.07	1770.14	1452.14
YBL001C	1082	675.5	1344	912
YBR110W	1254.5	839.5	1318.75	1088.5
YBL111C	243.9	202.75	232.03	260.13
YBL036C	609	305	692	445
tR(UCU)B	1.62	1.65	1.52	2.7
YBL094C	16	28	36.5	52
YBR033W	165.67	366.06	170.02	533.79
YBL073W	3.1	0.25	1	0.77
YBR096W	1784.75	1266	1802.04	1651.12
YBL053W	151.5	73.57	174.5	142.2
YBR030W	800	401.5	859.04	582.5
YBL076C	19256.3	10923.25	20116.12	14733.1
YBR256C	1391	746.5	1571	1147.12
YBR162W-A	100	161	122	236
YBL077W	0	1	2	1
YBR156C	1269.17	2331.1	1549.27	3481
YBL012C	1	0	1	0
YBL008W-A	11.3	6.5	13.5	4.5
YBR297W	351	475	415.5	744.83
YBR189W	8529.5	4156.67	8873.47	5570.08
YBL096C	5	10	13	17.25
YBR011C	15013.33	12228	16659.62	16016.71
YBL041W	1792.83	1400	2116	2067
YBL081W	5505.72	2930.46	6136.31	3975.74
YBR089C-A	430.5	516.5	545.04	738.06
YBR103C-A	4	1	1	7
YBR296C	88.31	1239.06	62	1479.83
YBL040C	1684	1730.75	1852.75	2392.17
YBR165W	602.07	490	669.5	662
YBL026W	635	438	690	693
YBR082C	7329.75	5637.25	8658	7245.33
YBR280C	343.07	718	380	1012.35
YBR061C	1266	614	1631.75	794
YBL016W	2833.5	4376.92	3150.5	5992.58
YBR175W	377	271	423.22	366
YBR029C	2892.25	1492.5	3018	2141.12
YBL057C	644	329	699	503
YBR298C-A	2.25	1	2.5	1.25
YBR192W	472	189.25	571.25	304
tQ(UUG)B	2	2	2.12	0
YBR302C	2235.46	2380.69	2583.65	3350.81
YBR254C	419	264	529.62	415.29
YBR204C	400	425	417	700
YBR220C	1282.55	718.71	1306.5	1028.5
YBR222C	3449	2700.37	3296.83	3504
YBR290W	944	1006.1	1136	1385
YBR162C	8696.25	14070.95	9290.67	18016.04
YBR167C	145.5	103.17	201	153
YBL033C	466.25	632	570.12	925.1
YBR228W	78	41	64	55
YBR263W	6706	4134.5	7091.58	5627
YBR250W	236.42	171	288.08	258
YBR272C	417.82	312	471.5	497.17
YBR120C	187.5	79	209.2	127
YBR084C-A	11204.98	5563.5	12459.33	7630.91
YBL062W	2.5	1.5	4	5
YBR301W	24.11	23.46	27.15	36.37
YBR076W	15	19.5	10.33	22.25
YBR210W	243	146	309.5	238.61
YBR106W	3328.55	2116	3815.33	2812.33
YBR005W	457.48	991.25	477	1329.67
YBR153W	692.5	379	751.36	577.33
YBR132C	865	906	902	1220.75
YBR166C	1790.81	1495.25	2187	2167.52
YBR221W-A	0	0	1	0
YBR131C-A	0	0	0	2
YBR161W	553.5	462.21	682.92	727
YBR109C	787	649	970	1006
YBR255W	606.33	466	641.25	698
YBR205W	2341.5	1407.5	2497	1897.75
YBR296C-A	5	9	4	7
YBL043W	806.5	640	1168.5	935
YBR130C	1599	974	2032	1424.32
YBR206W	631.5	390.5	676.33	538
YBR122C	854	441	1012	597
YBR295W	898.5	1989.5	947.06	2767.25
YBR004C	2557.32	2430.5	2760.25	3424.4
YBR202W	2327	1347	2456.11	1874.5
YBR001C	970	670.25	972	1020.25
YBL113C	1092.22	780.63	1060.57	1082.69
YBR288C	1041.07	591.75	1110.98	799
YBR282W	495	235	633	309
YBL072C	7202.68	3906.08	7730.42	5178.7
YBR103W	322	262.19	395	381.75
YBR107C	182.5	141	220.5	185
YBL024W	4221.4	1982.2	4146.97	2495.22
YBR012C	197	63.5	214.5	120.5
YBR188C	417	363	552.5	560
YBL075C	533.33	530	528.33	814.33
YBR102C	1432.33	1085	1532.83	1481.32
YBR006W	595.33	522.25	644.1	689
YBL051C	7860.83	5106	9423.75	7126.67
YBR196C	25060.54	18980.31	26050.87	23847.37
YBL031W	201.7	219.5	243.33	336
YBR141W-A	13	25	14	39
YBL006W-A	3	2.5	1	4
YBL100W-C	0.5	3	2	1
YBR236C	623.56	381	693.11	622
YBR276C	2256.24	1425.25	2445.17	1937.25
YBR036C	3010	2556.6	2963.88	3219.31
YBR045C	107	85	126.25	126.5
YBR291C	838.12	224.2	792.38	306.17
YBR137W	448	300	613.06	490
YBR079C	11708.22	5529.25	12822	7609.65
YBR017C	6128.6	3245	6662.58	4588
YBL044W	1	1	0	0
YBL023C	973	731	958	1048.06
YBR127C	12007.15	7157.92	12516.67	9764
YBR152W	414.5	243	505.92	389.83
YBR035C	2237.1	1676	2666.5	2320.33
YBR289W	2219.27	2008	2562.58	2817.47
YBL017C	6551.75	10813	6898.55	14546.08
YBR157C	208.06	132	271.25	151
YBL104C	1530.25	876	1576	1320.33
YBL109W	154.56	53.38	202.3	86.34
tL(UAA)B1	2	0	0	2.14
YBR072C-A	7	3	5	8
YBR300C	2	1	10.32	1
YBR195C	568.1	349.58	731.17	530
YBR233W	547.25	757.25	646	1032
YBR262C	166	82	196	121
YBR020W	336.21	207.06	279.92	264
YBR085C-A	1170	1443	1290	1869
YBR123C	368.25	361.5	444.42	508.7
YBR221C	7602.5	4661.67	7688.58	6184
YBL029W	371.61	131.5	459.25	146
YBL045C	7399.05	4792.75	7643.07	6523.35
YBR191W-A	86.75	32.5	84	48.15
YBR154C	1330	593	1567.75	868.25
YBR278W	294	224	457	310
YBR273C	925.25	903.5	1124.06	1294
YBR032W	11.5	5	6.5	6
YBR048W	8459.28	4467.05	8759.92	6011.33
YBR104W	822.75	515.1	1005.5	678.12
YBL079W	8306.66	5117.27	8872.87	6901.67
YBR265W	750	602	829.25	866
YBR249C	7809.62	3677	8107.5	4923.92
YBR203W	1221	1312.25	1358.65	1908.17
YBR184W	67	27	72	37.5
YBR170C	765.5	623	817.45	837
YBR173C	2980.75	2566	3624.75	3566
YBR133C	4026.99	3430.57	4187.46	4548.25
YBR275C	3173.98	1738	3524.32	2576
YBL108W	2	1	2.12	3.21
YBL113W-A	51.34	7.41	60.93	10.16
YBL085W	2451.33	3187.54	2703.56	4311.61
YBL052C	1106	790.25	1329.17	1058.25
YBL009W	561.5	515	623.19	776.27
YBR283C	9924	5821.42	9690.33	7517.86
YBR094W	1886.61	1397.75	2098.12	2024.62
YBR258C	279.07	290	362	359.17
YBR201W	339.25	390	431	532.25
YBR070C	51	14	46	27
tE(UUC)B	0	0	0.25	0
YBR198C	2066.2	1364.5	2071.33	1829
YBL056W	1889.4	1197	1871.94	1578.6
YBL099W	9994	6035.95	10063.25	8351.75
YBR257W	516	234	622	368.5
YBR126W-A	314	169.33	264.92	257.5
YBR242W	2134	1786	2666.17	2694.4
YBL008W	910.58	633.5	1057.92	895.96
YBR181C	13410.33	4789.08	15859.25	6954.4
tC(GCA)B	1	0	2	3
YBR052C	609	482	704.75	615.06
YBR093C	1748.17	195.08	1738.04	276.18
YBR049C	1996.5	1354.1	2234	2054.86
YBR056W	1168.48	1838.06	1284	2497
YBL030C	6829	3897	6375.75	4677
tT(AGU)B	3	3.5	4	11
YBR141C	231.05	99	287.5	137.5
YBR226C	6.5	5.5	10	6.5
YBL005W	1700.37	1645.95	1850.35	2176.23
YBR151W	2166.75	1433.5	2328	1910
YBR144C	30	28	27	51
YBR178W	13	1	6	2
YBR138C	146.12	260.6	231.12	406.04
YBL090W	366	155	389.05	173
YBL105C	4347.62	2983	4798.5	4083.62
YBL102W	1180	532	1322	792
YBL011W	2479.32	1625.75	2284.8	2034.2
YBR095C	607	491	683	785.42
YBR196C-B	23	5	27	12
YBL048W	4	0	6	3.54
YBR066C	567	738.25	749	1088
YBR292C	351.5	212.25	388	316
YBR018C	305.75	202	331.75	253.05
YBR194W	231	139	319	251
YBR076C-A	284.25	277	224	370.07
YBR108W	2622.12	2618.5	2505.18	3362.81
YBR046C	494.75	443	415.6	575.06
YBR235W	2594.12	1652.5	2733	2305.17
YBR274W	677	478.33	727	699.33
YBL006C	416	314	484	444
YBR186W	13	6	32	7
YBR277C	1.32	1.25	3	4.1
YBR185C	1158	418	1289	565
YBL078C	124	327	159	464
YBR037C	462	178	462.25	237.05
YBR015C	3417	1771.17	3421.35	2365.25
YBR016W	1330.25	2947.25	1443.57	3884.57
YBL107W-A	78.72	51.11	91.01	85.18
YBL071W-A	204.32	102.33	204.12	174
YBR269C	268.5	304.33	263	461
YBR266C	0.07	0	1.06	0
YBR055C	1613.2	743	1747	1117.07
YBR088C	728.06	791.25	927	1206.75
tV(UAC)B	0.5	0	0.67	0
YBL019W	445.6	309.57	525.33	533.37
YBR112C	6051.12	4309.16	6294.03	5736.04
YBR164C	221.17	114.05	275.25	189.05
YBR148W	50.37	31.43	60.44	33.29
YBL020W	1735.53	900	1836	1303.46
YBR208C	2630.95	8249.82	2758.5	11197.67
tD(GUC)B	1.62	5.25	1.18	2.7
YBR172C	4123.79	2278.5	4723.75	3067.78
YBL097W	306.07	246.58	383.23	379.83
YBR050C	147	154	163	211.29
YBR183W	1467	1403.75	1603.5	1961
YBR213W	326	283	361.17	337
YBR113W	5	8.5	8	6.5
YBL091C-A	78	115	83	160
YBR196C-A	51.5	35.5	80.17	50
YBR286W	14653.24	9019.5	14937.58	11655.83
YBR268W	532	209	654	268
YBR058C-A	1679	1101.17	2218.92	1565.5
YBR287W	2425	3582.25	2507	4702.37
YBL083C	425.5	137.5	371.5	194
YBL061C	2628.33	2447.75	2915	3370.58
YBR267W	2262	868	2730.5	1346
YBR114W	750.33	666.08	713.58	895.78
YBL032W	1205	741.72	1145.11	988.46
YBR219C	311.5	220.42	347.5	304.5
tF(GAA)B	2	1	0	0
YBR299W	98.75	58.5	113.5	93.65
YBR191W	7492.75	3932	7697.08	5091.33
YBR125C	1068.33	821	1143.5	1251
YBL069W	852	252.1	836	351
YBR223C	669.25	2261.82	619.17	3040
YBR074W	4574.25	2016.25	4581.58	2747.94
YBR201C-A	339	164	399	268
YBR187W	1628	786.46	1444	1036
YBL021C	99	53	122	80
YBL049W	104	84	119.06	108.75
YBL035C	1485.25	1031.42	1582	1406.75
YBL095W	215.25	276	281.25	377.75
YBR073W	2541.29	1380	2955.58	2088
YBR109W-A	19.62	22.5	20.5	24
YBR260C	1962.75	1633.15	2255.67	2276.24
YBR279W	1100.5	1142.08	1401	1657
YBR211C	298.25	285	425	445
YBR078W	15758.17	12181.19	15692.44	15759.5
YBR063C	899	532	1059.1	821.2
YBR028C	752.5	402	812.5	609.04
YBL039C-A	867	270.5	968.5	388.5
YBR129C	195.17	148	237	209.67
YBL050W	603	507.33	688.5	716.4
YBR051W	8.12	7	3	2
YBR080C	3905.25	3115.71	4285.92	4413.9
YBL058W	2714.1	1649	2804.87	2360.83
YBL101C	4449.25	4976.11	4717.5	7244.58
YBR140C	16695.95	13476.17	17297.72	18494.59
YBR021W	2293.83	859.33	2162.46	1161
YBR232C	1	0	2.25	3
YBR024W	263.33	221	252	306
YBL005W-B	113472.72	60207.87	153473.59	96210.74
YBL100W-A	4889.87	4240.78	6880.43	6646.41
YBR012W-B	43251.88	22512.24	53647.47	34131.63
YBR012W-A	2688.11	1662.4	3229.44	2592.81
YBL005W-A	39411.87	18187.6	56969.26	31332.26
YBL100W-B	21715.95	18707.65	28470.6	28577.72
YNR017W	2277	955.5	2268.17	1223.96
YNL105W	1	8	0.17	9
YNR069C	329	203	303.12	287
YNL306W	488	193	497	267.25
YNL288W	2176	1487.25	2414	2096.17
YNL191W	1427.5	751.12	1812.17	1153.57
YNL150W	3	2	2	0
YNL097C	353	281	449.35	399
tN(GUU)N1	5.1	1	6.18	3.2
YNL137C	1849	742.1	2196.75	1077.05
YNL331C	213	131	233	193
YNL030W	702.5	385	820.67	609
YNL297C	4958.95	4311.6	5394.62	6263.17
YNL102W	1774.26	758.37	1892.34	1039.7
YNR026C	1071.5	615.6	1298.08	893
YNL152W	1269.5	962.86	1591.79	1436.75
YNL140C	573.5	386.64	646.28	545.79
YNL099C	505.25	362	635.17	542.33
YNL182C	2180.25	713.1	2674.25	1140.04
YNL180C	1349.62	793.75	1705.5	1134.55
YNR001C	5892.98	5100	6008.12	6918.5
YNL091W	5362.92	3395.74	6143.86	4688.05
YNL157W	592.61	610.5	604	806.83
YNL315C	1046.38	323	1305.88	472.52
YNL221C	3257	1512.08	3511	2182.33
YNR052C	2494.92	1785	2695.08	2452.67
YNL061W	4105.08	1705.12	4445.47	2364.75
YNL284C	506	170	580.5	255.27
YNR040W	552	278	632	419.62
YNL246W	427	215	382	300
YNL097W-A	26	35	29	41
YNL121C	4317	1825.75	5129	2790.25
snR191	2338	1546	1924	1729.5
YNL043C	15	43	10	67
YNR055C	2323.58	1388.42	2277.67	1954.42
YNL039W	1288	725.29	1508.5	1025.43
YNR036C	1533	767	1573	927.5
YNL304W	159.72	138.5	172.71	206.04
YNL119W	1567.5	835.5	2012.27	1265.92
YNL034W	32.56	43.48	26	29.67
YNL187W	342.12	178	381	306.17
YNL310C	777.17	587.75	971	892.5
YNL277W	354.62	585.25	327.53	756.42
YNL126W	804.02	675.75	920.08	984.25
tL(UAA)N	1	2	3	0.14
YNL210W	0.5	1.92	1.75	3.08
YNR041C	591	295	578	400
YNL193W	1008.5	789.5	1240.5	1180.33
YNL301C	3588.62	1812.5	3993	2423
YNL263C	2450	1462	2488.55	1992.5
YNL059C	2231.5	1445.5	2498.5	1889.75
YNL028W	3	1	1	1
YNL044W	1912	3132.5	2061.5	4074.75
YNL026W	1047	914	1226	1185
YNL067W	2752	1564.5	3212.67	2315.25
YNL205C	41.58	28.5	43.24	39
YNL104C	8178.5	8063.71	8223.79	10583.46
YNL169C	461	300.06	483.67	417
YNL268W	6079.29	3478.58	6371.8	4791.17
YNL162W	7364	3521.5	8728.83	5220.61
YNL257C	1848.24	1381.75	2021.75	1952.25
YNL229C	1441.2	1195	1723.5	1765
YNL042W-B	22.56	367.58	23.06	538.09
YNL248C	3567	1397.06	4208.5	2037.88
YNR045W	610.38	219	701.5	295.17
YNR051C	3190.64	2088.46	3622.92	2874
YNL190W	18720.22	9865.65	18994.66	12761.4
YNL194C	75.83	139.17	25.61	176.22
YNL080C	1621.14	1109	1692	1519.83
YNR005C	1.33	0	0.5	1.5
YNR064C	36	556	57.5	801
YNL145W	8232.33	7051.92	8852.75	8457.24
YNR068C	245.33	130	238	190.1
YNL323W	1205.38	805	1433.88	1209.12
YNL003C	499	785	512	993
YNL199C	1113.67	607.31	1250.9	876.5
YNL048W	1510.72	845.55	1660.11	1257.24
YNL072W	164.5	167.12	178.46	209.29
YNL224C	859.5	724.17	994.83	1044.1
YNL067W-A	0	2	3	1
YNR032W	913.27	1133	1006	1540.12
YNL206C	748	516	907.5	698
YNR062C	17	8	10	10.25
YNL203C	136.5	82	117	104.17
YNL273W	787	343	854.6	519
tI(AAU)N1	0	0	0	0
YNL213C	131	68.08	146	118.7
YNL055C	15418.28	12480.33	15468.33	15665.83
YNL170W	114.92	78.5	121.5	107
YNR013C	8054.6	5014	7861.75	6373.5
YNL269W	308	76.17	337.67	131.5
YNR020C	195	76	224	134
YNL041C	2567.58	1787.71	3137.35	2610.62
YNL234W	515.3	388.67	651.93	670
YNL165W	641.4	608.75	693.75	880
YNL116W	1148.36	844	1201.74	1124
YNL008C	1735	1318.58	1804.58	1780.17
YNL309W	924.81	692.82	1044.47	929.67
YNR015W	1433.83	807	1362.67	1109.17
YNR075W	663.29	627.17	665.54	844
YNL025C	1097.33	833	1245	1187
YNL058C	397.2	2072	463.83	2873
YNL313C	2512.67	1184.5	2770.2	1713
YNL122C	302	125.06	387	207.67
YNL094W	2486.17	2898	2546.75	3789.26
YNL001W	539.17	219	590.5	366.25
YNL317W	804.5	591.75	915.72	914.33
YNL035C	991.78	644	1059	817.5
YNL007C	3388.08	2781	4020.75	3780.75
YNL162W-A	329.33	167	481.5	232
YNR039C	2100	1640	2306.33	2234.25
YNL103W-A	0	0	2.17	1
tL(CAA)N	79.84	83.52	94.58	107.62
YNL052W	1089	490.2	1116.25	634.3
YNL120C	1	2	2	0.67
YNL002C	1201	458.08	1389	737
YNL311C	1731.08	1479.62	1951.2	2150
YNR007C	360.5	328	400.25	464
YNL291C	1772	1046.5	1805.17	1414
YNL195C	154.83	182.5	141.17	288.22
YNL087W	1668.92	1333.55	1744.21	1866.4
tF(GAA)N	2	3	5	4
YNL217W	1014.2	557	1059.43	764
YNL029C	519.5	166.72	539.07	211.89
YNR028W	1403	679.5	1483.25	987.17
YNL009W	106	82	91.5	137.75
YNL024C-A	328	198	347	274
YNL334C	105.5	81.25	110	101.54
YNL319W	141.5	125	163.25	201
YNL295W	824	561	931	882.38
tN(GUU)N2	0.93	0	0.1	1.27
YNL192W	5678.79	16284.04	6338.21	21571.05
YNL149C	243.5	138.5	335	209.5
YNL071W	8898.51	5998.76	9228.97	7848.2
YNL089C	2	0	1	0
YNL308C	2271.07	834	2446.75	1144.14
YNL239W	5631.29	4175	6008	5637.54
YNL275W	672	436	622.5	629.5
YNR071C	41.45	17.68	50.2	31.9
YNL226W	1.25	4	5	0
YNL040W	1514.67	961.5	1762.25	1404.08
YNL117W	120.06	52.12	49.75	53.58
YNL050C	696.25	328.07	902.33	504.5
YNL086W	448.11	294	519.17	443.33
YNL017C	0	1	3	3
YNR070W	77	73.75	90.5	122.17
YNR067C	701.25	620.5	596.69	735.01
YNL305C	519.21	725	481	968
YNL015W	415	1138	601.5	1648.5
YNL146C-A	64	41	83	57
YNL063W	241.75	162.17	235.83	222.97
YNL294C	980.54	1183	1159.17	1644.56
YNR046W	2207	1140.14	2463.5	1706.62
YNL167C	2589.57	2464.88	3013.75	3391.33
YNL280C	1448.12	2385.5	1473.6	3023.58
YNR002C	29	864	50.15	1156.5
YNL036W	1116.75	2642	1213.88	3619.35
YNL075W	851	341	941.42	534.43
YNR058W	90	70.5	76.17	120.75
YNL054W	3609.29	2726.1	4220.29	3906.6
YNR006W	2115	2344.25	2657	3302
YNR042W	13	6	9	9
YNL261W	1590.25	1003.25	1837.25	1484.12
YNL188W	297.5	128	400	199
YNL146W	117	85	135	119
YNL228W	15.67	16	21	17
YNL211C	88	75	95	99
YNR021W	5731.25	2822.5	5929	3911
YNL201C	2436.17	1634.88	2762.42	2358.17
YNR033W	1708.32	946.55	1812	1366.19
YNR034W	594.25	347.1	662	482.5
YNL272C	961.83	1220.5	1085.92	1765.67
YNL245C	130	83	109.28	110.25
YNR074C	489.14	221.17	544	326
YNL123W	6163.84	3494.86	6436.76	4876.56
YNR016C	35207.58	17604.98	34456.04	23368.07
YNL223W	113.25	162	111.11	239
YNR032C-A	110	27	121	45
YNL133C	189	158	281.65	234.5
YNL178W	9686.58	4628.83	10429.29	6275.5
YNL065W	5873.31	1846.08	6028	2556.86
YNR043W	7415.75	5617.7	7765.5	7500.17
YNL021W	1509.42	869	1718.6	1133.06
YNL124W	3221	1725.83	3549.83	2525.75
YNL312W	611.5	434	630.58	653
YNL143C	44.12	35.04	66.75	47.49
YNL251C	5058.19	4424.35	5298.23	5552.7
snR40	729.17	417.5	725	481.83
YNL299W	643.25	296.83	813.38	448
snR19	7947.67	6392.08	7486.23	7736.33
YNR049C	408.25	316	472.17	428.25
YNL163C	2430.75	1104	2475.11	1583.42
YNR073C	228.46	75	248.2	117
YNL127W	2116.57	1463.83	2285.5	1997.1
YNL118C	3385.33	2506.17	3708.33	3442.46
tT(AGU)N2	0	0	0	0
YNL189W	4988.25	3024	5451.75	4391.56
YNL290W	839	442.5	883.75	677.25
YNR025C	131	55	121	103
YNL250W	1243.29	688.4	1314.92	1027.38
YNL314W	309	198	326.12	296.5
YNL227C	642.06	343.12	856.57	483
YNL218W	378.57	272.58	428.17	450.5
YNL004W	570	260.75	680.1	425.31
YNR023W	849.1	606.75	1129.86	906
YNL092W	168	519.75	173	682.25
YNL324W	2.75	1.75	7.25	1.75
