# Program:featureCounts v2.0.3; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-O" "-s" "2" "-J" "-R" "BAM" "-p" "--ignoreDup" "-M" "--fraction" "-T" "16" "-G" "./reference/Saccharomyces_cerevisiae.R64-1-1.106.fa" "-p" "--countReadPairs" "-a" "./reference/Saccharomyces_cerevisiae.R64-1-1.106.gtf" "-o" "./read_counts_v2/read_counts_table" "./dedup_v2/VM-1_S1_L001.sorted.dedup.bam" "./dedup_v2/VM-2_S2_L001.sorted.dedup.bam" "./dedup_v2/VM-3_S3_L001.sorted.dedup.bam" "./dedup_v2/VM-4_S4_L001.sorted.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	./dedup_v2/VM-1_S1_L001.sorted.dedup.bam	./dedup_v2/VM-2_S2_L001.sorted.dedup.bam	./dedup_v2/VM-3_S3_L001.sorted.dedup.bam	./dedup_v2/VM-4_S4_L001.sorted.dedup.bam
YDL184C	IV	130407	130484	-	78	391.50	231	441	310
YDR153C	IV	766736	767971	-	1236	2031.11	1275.15	2421.33	1877.39
YDR014W-A	IV	477797	478285	+	489	8.50	3	16.53	8
YDR434W	IV	1331237	1332841	+	1605	1774.03	1469.83	1900.25	2017.79
YDL002C	IV	446967	447578	-	612	280	168.50	334	230
YDR225W	IV	915530	915928	+	399	462	253.50	456.17	361
YDR418W	IV	1301616	1302113	+	498	8680.31	4586.50	9698.75	6215.75
YDR224C	IV	914317	914712	-	396	1908.17	986.29	2104.00	1397.50
YDR502C	IV	1453310	1454464	-	1155	2777.33	1884	2788.83	2633.50
YDR447C	IV;IV	1354829;1355551	1355236;1355553	-;-	411	3962.67	1756.23	4452.50	2362.50
YDL039C	IV	381985	384081	-	2097	10358.40	4726.31	12005.56	6655.95
YDL225W	IV	52445	54100	+	1656	1885.39	1201	2212.75	1798.07
YDR259C	IV	974631	975782	-	1152	1147.42	669.17	1476.55	1028.17
YDR495C	IV	1438115	1441150	-	3036	1126.93	702.05	1306.46	1059.71
YDL151C	IV	183318	183899	-	582	1	0	0	0.25
YDR357C	IV	1189199	1189567	-	369	477.43	237.50	567	363
YDR370C	IV	1217782	1219110	-	1329	866.17	509.78	937.50	715.06
YDR298C	IV	1058176	1058814	-	639	3014.18	1734	3117.11	2322.31
YDR276C	IV	1013476	1013643	-	168	2394.83	1688.50	2669.00	2248.58
YDL185C-A	IV	126608	126835	-	228	3	0	0	0
YDR545C-A	IV	1530863	1531342	-	480	1.00	2.21	1.35	3.98
tM(CAU)D	IV	1175829	1175901	+	73	1.60	0	2.20	0.25
YDL247W	IV	5985	7814	+	1830	81.50	50.07	111.83	65
YDR406W	IV	1279210	1283799	+	4590	1049.29	835.37	986.43	1192.12
YDR273W	IV	1010176	1011273	+	1098	66.50	43	82.39	73
YDR269C	IV	1005665	1005988	-	324	5	0	5.12	8
YDR453C	IV	1365072	1365662	-	591	251.50	179	261.14	281
YDR383C	IV	1239960	1240676	-	717	49.28	150	59.25	198
YDR375C	IV	1225166	1226536	-	1371	853.50	328.87	1012	507.72
YDL161W	IV	167714	169078	+	1365	2117	2033.67	2751.83	2944.53
YDL051W	IV	363952	364779	+	828	2299.75	783	2563.50	1273
YDR084C	IV	613405	614004	-	600	910.67	421.33	962.33	529.67
YDL056W	IV	352877	355378	+	2502	1715.75	1181.25	2004.67	1728.39
YDR344C	IV	1162006	1162449	-	444	89	48	70.50	55
YDR320C	IV	1106095	1108101	-	2007	2088.95	1865.46	2393	2709.15
YDR221W	IV	907330	909438	+	2109	1507.43	1163.49	1634.69	1666.72
tI(AAU)D	IV	668007	668080	-	74	0	1	1	2.10
YDL032W	IV	393690	394001	+	312	6.06	16	11.06	6
YDR456W	IV	1367485	1369386	+	1902	3288.64	1973.75	3438.28	2718.17
YDL036C	IV	387513	388901	-	1389	838.17	319.25	996.28	485.30
tL(CAA)D	IV;IV	1461715;1461792	1461758;1461829	-;-	82	53.16	45.93	47.91	40.36
YDL217C	IV	67983	68606	-	624	460.60	260	489	374
snR63	IV	323217	323471	-	255	4010.50	2811.00	3617	3450.39
YDR334W	IV	1135932	1140476	+	4545	2184.45	1389.12	2255.15	1947.89
YDL049C	IV	365068	365874	-	807	89.11	75.06	102.22	101
YDL164C	IV	164987	167254	-	2268	586.32	658.11	566.25	904.39
YDR384C	IV	1241204	1242031	-	828	842.50	143	797.75	199.50
YDR149C	IV	755555	756262	-	708	2	0.11	1.08	2.33
YDR093W	IV	631282	636120	+	4839	3916.45	2081.50	3868.25	2966.65
YDR071C	IV	588827	589402	-	576	1656	985.58	2021.75	1450.33
YDL143W	IV	199996	201582	+	1587	2693.75	1546	2988.33	2241.50
YDR032C	IV	504099	504695	-	597	1800	1661.75	2005.50	2323.42
tR(UCU)D	IV	568882	568953	+	72	0.75	1.27	1.90	1.45
YDR063W	IV	578663	579112	+	450	996.92	650.86	1240.67	889
YDL166C	IV	163449	164042	-	594	115	41	163	76.17
YDR004W	IV	455201	456583	+	1383	594.35	399	701.31	560.35
YDR151C	IV	764178	765155	-	978	1256.50	795.83	1504.19	1127.11
YDR037W	IV	525440	527215	+	1776	18967.34	10762.75	20704.03	14843.04
YDL175C	IV	144484	145518	-	1035	717	474	813.33	704
YDR286C	IV	1035231	1035575	-	345	72	30	91	50
YDR172W	IV	808324	810381	+	2058	6160.93	3152.55	6720.33	4235.50
YDL174C	IV	145826	147589	-	1764	4332.08	3820.50	4424.25	5604.56
YDR080W	IV	604008	606986	+	2979	1435.64	987.47	1634.50	1432.55
YDR503C	IV	1455042	1455866	-	825	230	187	227.25	305.17
YDR069C	IV	584939	587719	-	2781	1487.97	1590.83	1758.50	2307.09
YDR047W	IV	551860	552948	+	1089	638.42	214.06	576.83	292.10
YDR215C	IV	894089	894502	-	414	13	29	11	36.44
YDR267C	IV	1002510	1003502	-	993	601.27	300	684.10	432.03
YDR142C	IV	740473	741600	-	1128	665	436.50	739.67	659.25
YDL212W	IV	78426	79058	+	633	3326.50	1904	3641	2475.50
YDR249C	IV	958681	959802	-	1122	351.10	923.12	376.54	1343.12
YDL209C	IV	86207	87226	-	1020	188.50	100	225.12	156.12
YDR044W	IV	546642	547628	+	987	2175.83	1042.50	2470.75	1402.83
tK(UUU)D	IV;IV	359577;359637	359613;359672	+;+	73	31.48	19.33	23.17	25.33
YDR311W	IV	1085065	1086993	+	1929	1171.08	1342	1475.77	2111.83
YDL159C-B	IV	173056	173232	-	177	4	6.38	6	3
YDR222W	IV	910054	911301	+	1248	883.92	1427	1044.77	2231.85
YDR510C-A	IV	1469695	1469811	-	117	3	2	2.25	2.25
YDR401W	IV	1272223	1272786	+	564	40.50	20.50	55.50	25
YDR207C	IV	865012	867522	-	2511	1637.12	638.65	1865.00	976.98
YDL005C	IV	441014	442309	-	1296	1407.11	796	1843.69	1187.17
YDR295C	IV	1052623	1054647	-	2025	1449.02	1086.50	1687.77	1689.93
YDR543C	IV	1524634	1524933	-	300	1	0	0	2
YDL208W	IV	87512	87982	+	471	1931	818	2464.75	1182.50
YDR135C	IV	723004	727551	-	4548	10944.41	7176.56	11599.17	9730.01
YDL114W	IV	255604	256530	+	927	12.08	24	38	32
YDR247W	IV	956013	957398	+	1386	1885.12	1431.72	1937.13	1981.20
YDL197C	IV	104917	106494	-	1578	448.50	377.17	556.50	578
YDR229W	IV	924785	926146	+	1362	432.93	371.12	465.08	458.58
YDR095C	IV	636117	636527	-	411	9	5.07	10	6.14
YDR027C	IV	494649	497318	-	2670	947.11	811.08	1038.67	1079.92
YDL106C	IV	270222	271901	-	1680	924	734.38	1161.42	1019
YDR404C	IV	1276654	1277169	-	516	1156.38	812	1196.55	1127.97
YDR256C	IV	968133	969680	-	1548	103.42	56	94.50	106.26
YDR518W	IV	1478608	1480161	+	1554	1457.42	1302.33	1622.23	1869.83
YDR055W	IV	563527	564861	+	1335	4955.84	6059.29	5476.51	7590.27
YDL087C	IV	300214	300999	-	786	274.25	125	267	178
YDR177W	IV	816878	817525	+	648	2410.92	1759.42	3076.67	2518.67
YDL014W	IV	427364	428347	+	984	5491.25	2415	5341.33	3089.25
YDR289C	IV	1038280	1039509	-	1230	355.72	192.19	431.08	285.67
YDL159W	IV	172481	174028	+	1548	825.50	732.50	971.69	1002.06
YDR532C	IV	1499396	1500553	-	1158	258.48	140.33	244.50	194.36
YDR137W	IV	728259	730250	+	1992	1665.68	1303.73	2073.67	1912.92
YDL153C	IV	181186	183018	-	1833	1145.75	327.42	1307.00	493
YDR393W	IV	1259901	1261271	+	1371	428.17	194.40	522.68	286
YDR506C	IV	1459728	1461554	-	1827	430	357	459.80	491.81
YDL219W	IV;IV	65242;65378	65306;65765	+;+	453	295	174	362.90	249
YDL090C	IV	295034	296329	-	1296	497.11	280	636.20	501
YDR033W	IV	508147	509109	+	963	17070.22	913	17809.33	1328.79
YDR035W	IV	521816	522928	+	1113	2824.06	1790.33	2937.58	2471.25
YDR332W	IV	1131001	1133070	+	2070	637.25	388.17	740.40	536.01
YDR510W	IV	1469400	1469705	+	306	2051.12	1374.50	2307	1804
YDL055C	IV	355674	356759	-	1086	3950.29	4168.23	4297.83	5946.12
YDR480W	IV	1417399	1418370	+	972	223.36	1981.50	282.43	2820.25
YDL103C	IV	275148	276581	-	1434	1396.38	792	1416.60	1155.14
YDL085C-A	IV	302464	302670	-	207	181	84	194	178.50
YDR350C	IV	1176120	1178174	-	2055	925.00	1420.50	1051.45	1939.20
YDR342C	IV	1154216	1155928	-	1713	2906.40	1893.83	3232.03	2711.88
YDR087C	IV	617470	618306	-	837	553	172.17	657	252
YDL236W	IV	32296	33234	+	939	1419.17	812	1404.22	1078.49
YDR012W	IV	471853	472941	+	1089	10223.25	5053.05	9656.96	6423.83
YDL121C	IV	245133	245582	-	450	524.11	203	603.50	275
YDR525W-A	IV	1490596	1490835	+	240	475.75	655.75	465	918
tG(GCC)D2	IV	992832	992902	+	71	19	11	22	17
YDL190C	IV	118707	121592	-	2886	5045.25	4032.29	5416.79	5554.21
YDL047W	IV	369771	370706	+	936	1882.33	1236	2091.58	1730.25
YDR099W	IV	653607	654428	+	822	6871.86	5524.12	8434.62	7635.69
YDR092W	IV;IV	629876;630174	629905;630605	+;+	462	175	92.33	211.17	101.07
YDR164C	IV	782041	784215	-	2175	1889.98	1376.58	2091.83	2071.64
YDR058C	IV	567723	568703	-	981	288.33	262	375	373
YDL020C	IV	415113	416708	-	1596	1520.13	1454.42	1828.09	2063.83
YDL025C	IV	405344	407206	-	1863	1686	1491.33	1919.75	2069.40
YDR374C	IV	1223474	1224394	-	921	77	119.47	90.33	155.33
YDL207W	IV	88248	89864	+	1617	1414.25	858	1552	1230.90
YDR270W	IV	1005675	1008689	+	3015	1412.56	710.81	1290.49	1026.07
YDR152W	IV	765706	766503	+	798	1358	799	1812.83	1081
YDL148C	IV	188154	190586	-	2433	3330.35	1386.25	4173.45	1973.78
tI(UAU)D	IV;IV	884361;884458	884397;884493	+;+	73	157.50	102.33	192.33	123.67
YDR379C-A	IV	1233278	1233517	-	240	238	503	308	758.33
YDR218C	IV	903781	905052	-	1272	9.29	13.75	8.36	17.43
YDL018C	IV	422833	423510	-	678	494	335.50	603.50	441
YDR507C	IV	1462358	1465786	-	3429	2008.62	934	2306.55	1275.71
YDL003W	IV	444683	446383	+	1701	158.58	129.10	220.22	197
YDR524C-B	IV	1489598	1489798	-	201	5113.25	3017.00	5056.75	3905.17
YDR371W	IV	1219413	1220948	+	1536	624.24	412.50	706.11	627.79
YDR359C	IV	1191936	1194884	-	2949	2437.03	1734.50	2666.72	2433.08
YDL180W	IV	135896	137539	+	1644	1085.75	718.75	1165.96	1001
YDL133W	IV	222427	223740	+	1314	630	656	757.29	965.08
YDR335W	IV	1141168	1144842	+	3675	3512.63	3202.59	3605.74	4699.92
YDR351W	IV	1178666	1181260	+	2595	2198.20	1971.43	2565.97	2850.77
YDL150W	IV	183343	184611	+	1269	824.25	282	848	372.50
YDL177C	IV	141209	141721	-	513	185	140	270.10	193
YDR171W	IV	806621	807748	+	1128	1204.15	2271.29	1462.02	3090.33
YDR364C	IV	1202843	1204210	-	1368	725.33	411	866.75	628.86
YDR309C	IV	1079048	1080199	-	1152	7933	10514.25	9064.50	14219.83
YDL239C	IV	26403	28775	-	2373	615.10	712.20	701	1017.75
YDL228C	IV	45277	45918	-	642	8	0	9.17	2.50
YDL156W	IV	174918	176486	+	1569	371	261	391	403.25
YDL016C	IV	425570	425872	-	303	243.00	170.25	253.50	185.70
tX(XXX)D	IV	1150842	1150941	-	100	8.06	5.25	5.75	4.75
YDR524W-C	IV	1489403	1489492	+	90	0.25	0	0	0
YDL085W	IV	303211	304848	+	1638	41.58	131.50	37.85	184.08
YDR300C	IV	1061505	1062791	-	1287	1486.67	673	1871.50	1036
YDL168W	IV	159604	160764	+	1161	2896.75	2028.50	3334.14	2753.70
YDR360W	IV	1194598	1195032	+	435	12.95	5	9.25	4.12
YDR195W	IV	848599	850200	+	1602	1175.42	684.09	1477.17	1028.04
YDR321W	IV	1108702	1109847	+	1146	3863.79	1695.33	3677.25	2276.68
YDR237W	IV	936615	937493	+	879	838.45	334	1068.87	475.11
YDL127W	IV	234927	235853	+	927	917.67	6705.17	1123.00	9234.50
YDR107C	IV	669016	671034	-	2019	728.14	191	803.83	280.49
YDR472W	IV	1403322	1404173	+	852	715.10	423.17	878.20	632.17
YDL030W	IV	397537	399129	+	1593	416.67	213	504.43	309.17
YDR468C	IV	1398026	1398700	-	675	352.17	325.50	477	430.50
YDL084W	IV	305237	306577	+	1341	7179.23	4295.50	8022.83	6039.56
YDL203C	IV	96082	97953	-	1872	1303.43	887.25	1322.12	1140.14
YDL025W-A	IV	405410	405514	+	105	1	0	0	1
YDR285W	IV	1032436	1035063	+	2628	428.17	547.06	526.17	755.33
YDL229W	IV	44065	45906	+	1842	31592.92	14493.08	30953.41	18412.25
YDR329C	IV	1126270	1127595	-	1326	996.46	916	1307	1461
YDR034C	IV	509737	512109	-	2373	1551.43	977.10	1743.31	1366.80
YDR009W	IV	463434	464996	+	1563	411	244	401	334.17
tS(AGA)D2	IV	980974	981055	-	82	11	7.20	6.30	9.20
YDR488C	IV	1429188	1430789	-	1602	193.90	107	169	165
YDR103W	IV	658350	661103	+	2754	3737.53	2990.12	3978.62	4090.83
YDR336W	IV	1145092	1146036	+	945	334	148	417	222.46
YDL101C	IV	280307	281848	-	1542	368.25	498.21	504.50	710
YDR162C	IV	780390	781100	-	711	477	419.50	607.09	583.67
YDR312W	IV	1087581	1088942	+	1362	1070.49	411	1271.18	575.60
YDL061C	IV	340628	340798	-	171	3247.00	1615.50	3403.50	2107.33
YDL040C	IV	378874	381438	-	2565	4490.25	2197.33	4759.71	3149.25
YDR145W	IV	746738	748357	+	1620	2282.82	1673.81	2881.17	2443.95
YDR124W	IV	700315	701289	+	975	258.83	2536.67	339.50	3628.33
YDL231C	IV	38867	42244	-	3378	1963.33	1344.00	1966.83	1751.00
YDR190C	IV	840604	841995	-	1392	2652.00	1404.30	3176.92	2027.58
YDL064W	IV;IV	337487;337635	337524;338070	+;+	474	281	134	264	183
YDR463W	IV	1386816	1388375	+	1560	2082	1792	2295.79	2487.75
YDR491C	IV	1434500	1434991	-	492	1	0.33	2	0
YDR449C	IV	1357580	1358902	-	1323	601	242.21	626.00	363
YDL035C	IV	389172	392057	-	2886	2188.50	1532.47	2324.85	2122.60
YDR074W	IV	593893	596583	+	2691	2895.52	3939.00	3229.92	5479.38
YDR525W	IV	1489905	1490234	+	330	0	2	0	0
YDR257C	IV	969990	971474	-	1485	575.57	364	565.67	573.68
YDR402C	IV	1272234	1273703	-	1470	44.54	21	51	44.42
YDR450W	IV;IV	1359923;1360405	1359969;1360798	+;+	441	6833.58	3498.75	7575.33	4541.00
YDR376W	IV	1226822	1228303	+	1482	537	335	599.56	475.45
YDR161W	IV	779043	780206	+	1164	746.25	236	908.83	378.12
YDR090C	IV	625066	625998	-	933	822	647	755.10	865.50
YDR189W	IV	838392	840392	+	2001	2690.75	2382.75	2912.72	3340.83
YDR524C	IV	1487542	1488990	-	1449	2540.30	1909.75	3074	2721.17
YDL237W	IV	30657	31829	+	1173	3007.25	2016	2879.56	2682
YDR188W	IV	836421	838061	+	1641	3023.47	1805.00	3206.56	2640.92
YDL133C-A	IV	221724	221801	-	78	208.50	91	203	119
YDR531W	IV	1498232	1499335	+	1104	1382.50	954.84	1647.17	1427
tG(GCC)D1	IV	83548	83618	+	71	0	0	0	0
YDR226W	IV	916486	917154	+	669	4962.13	2719.67	5430.12	3747.25
YDL054C	IV	359825	361285	-	1461	1420	979	1417.22	1404.62
YDL205C	IV	92762	93745	-	984	2287.00	1170	2509.00	1568.83
YDR537C	IV	1510856	1511461	-	606	3	4.25	5	5
YDR496C	IV	1441433	1443403	-	1971	3824.17	1356.67	4387.46	2173.87
YDR313C	IV	1089219	1090079	-	861	425.50	295.50	471	444
YDL108W	IV;IV	267698;267807	267725;268699	+;+	921	317.50	268.50	384.67	334
tV(CAC)D	IV	1075472	1075544	-	73	22.50	18	28	24.50
YDR340W	IV	1150881	1151183	+	303	1	0	1	0.14
YDL147W	IV	190924	192261	+	1338	4300.75	3481.96	5048.50	4691.69
YDL081C	IV	309802	310122	-	321	3900.58	2036.58	3548.71	2444.08
YDR283C	IV	1025070	1030049	-	4980	4770.94	4246.50	5333.03	6182.25
YDR261C	IV	977521	979209	-	1689	2287	2923.75	2466.26	4189.04
YDL211C	IV	79294	80412	-	1119	296.50	398.25	377	536.50
YDL074C	IV	324047	326149	-	2103	1782.81	1106.05	2176.25	1585
YDL091C	IV	293392	294759	-	1368	915.50	888.24	1103.80	1235
YDR346C	IV	1167214	1168659	-	1446	2707	1396	3154.02	1961.42
YDR072C	IV	589761	591344	-	1584	3006.75	2835.08	2940.33	3930.83
YDR242W	IV	946807	948456	+	1650	768.43	1020.50	893.20	1530.28
YDR323C	IV	1112480	1114027	-	1548	209.63	113.75	272.88	179.37
YDR486C	IV	1427431	1428120	-	690	1612	1864	2214.20	2633.58
YDR420W	IV	1306267	1311675	+	5409	13924.95	11731.28	15016.21	15862.38
YDL122W	IV	242552	244981	+	2430	3217.91	2001.83	3642.92	2766.22
YDR390C	IV	1254937	1256847	-	1911	1818.50	1302.17	2167.48	1870.11
YDR481C	IV	1418550	1420250	-	1701	2357.83	1688.00	2431	2317.33
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	109.50	87.07	143.66	140.22
YDL105W	IV	272389	273597	+	1209	372.50	248	516	327.92
YDL141W	IV	203039	205111	+	2073	1905.32	1704.75	1706	2193.42
YDR400W	IV	1271063	1272085	+	1023	757	538.55	797.50	831.50
YDR522C	IV	1483795	1485303	-	1509	1.50	3.38	3.21	3
YDL173W	IV	148191	149078	+	888	1183.25	1215.32	1482.75	1779.33
YDR279W	IV	1019368	1020420	+	1053	676.33	482.07	846.44	677.91
YDR281C	IV	1022007	1022321	-	315	105	76	98	105
YDR213W	IV	889751	892492	+	2742	609.89	363.47	649.36	554.82
YDR179W-A	IV	819433	820824	+	1392	386	277.33	485	403.42
YDR330W	IV	1127872	1129374	+	1503	1259.40	1668.83	1449.58	2283.25
YDR106W	IV	667004	667858	+	855	35.91	22.50	52.31	39
YDL178W	IV	139522	141114	+	1593	1388.83	649.25	1490	955
YDR484W	IV	1422763	1424688	+	1926	1112	837.19	1354.92	1202.17
YDR308C	IV	1078027	1078449	-	423	609	274.30	748	400
YDL192W	IV	116321	116866	+	546	4677	3163.45	5564.50	4222.50
YDL202W	IV	98475	99224	+	750	799	329	951.25	475.82
YDR146C	IV	748613	750742	-	2130	131.33	136.48	160.70	162.54
YDR241W	IV	945151	945438	+	288	75.12	26.12	72	18.20
YDL158C	IV	173866	174174	-	309	110	48.50	130.83	96.50
YDL185W	IV	126787	130002	+	3216	19487.37	11890.86	18663.48	15476.75
YDR251W	IV	960614	963106	+	2493	2856.27	6002.06	3069.57	8455.68
tL(UAA)D	IV	519743	519826	+	84	2	1	6.33	4.14
YDR192C	IV	843569	844861	-	1293	731.21	403.98	674.33	581.93
YDR368W	IV	1213904	1214842	+	939	1232.58	1119.25	1407.25	1534.75
YDR494W	IV	1436930	1438015	+	1086	1397.25	667.50	1872.75	995.83
YDR399W	IV	1270068	1270733	+	666	3126.42	762	3495.12	1052
YDR070C	IV	588098	588379	-	282	206.04	233	240	297
YDR138W	IV	730578	732836	+	2259	1507.69	923.31	1611.46	1369.10
YDR031W	IV	503498	503863	+	366	113.25	53	152.50	83
YDR255C	IV	966557	967822	-	1266	559	845	775.65	1202.67
YDL060W	IV	341619	343985	+	2367	2400.94	886.67	2773.88	1342
YDR048C	IV	553084	553398	-	315	7.50	3	5	6.08
YDR067C	IV	582791	583465	-	675	405	323	430.58	422.50
YDR126W	IV	703234	704244	+	1011	607.75	512	721.20	673.67
YDR315C	IV	1092741	1093586	-	846	292.50	324	366	436.33
YDL126C	IV	236157	238664	-	2508	11610.28	7923.91	12346.39	10919.72
YDR262W	IV	993134	993952	+	819	776	726.22	826.33	906
tQ(UUG)D3	IV	802731	802802	-	72	3	0	1.77	1.03
YDR345C	IV	1162957	1164660	-	1704	15692.34	8466.09	15870.11	11366.70
YDR079W	IV	603064	603399	+	336	474.50	298.50	615.50	362
YDR433W	IV	1329600	1330040	+	441	671.25	608.25	685.75	805.25
YDL144C	IV	198662	199732	-	1071	1591.25	1067.12	1658.71	1469.87
YDR306C	IV	1073735	1075171	-	1437	825.62	663.50	917.46	1001.75
YDR292C	IV	1043146	1045011	-	1866	1916.85	1182.25	2210.75	1735.73
YDL009C	IV	432925	433248	-	324	11	3.44	9	4.50
YDR290W	IV	1039370	1039699	+	330	1.11	0	0	1.50
YDR282C	IV	1023511	1024755	-	1245	262.40	90	243.21	107.75
YDR170C	IV	796193	802222	-	6030	17370.00	10894.15	17893.69	13840.63
YDR174W	IV	812110	812850	+	741	383.63	578	395.50	810.75
YDL218W	IV	66493	67446	+	954	40.25	67.07	55.25	100.57
YDL062W	IV	339857	340282	+	426	2	1	1	7
YDL048C	IV	366739	368211	-	1473	11936.27	3183.25	12984.95	4510.27
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	4076	2107.10	4346.02	2669.75
YDR112W	IV	679544	679852	+	309	0	0	0	2
YDR538W	IV	1510902	1511630	+	729	1088	775	1146	1012
YDL011C	IV	432308	432631	-	324	1.25	0	1	0
YDR355C	IV	1186067	1186369	-	303	0	0	0	0.05
YDR301W	IV	1063352	1067425	+	4074	2678.86	2035.20	2877.53	2818.83
YDR412W	IV	1294693	1295400	+	708	683.17	268	783	409
YDR530C	IV	1496791	1497768	-	978	419.50	845.25	444	1241.83
YDR227W	IV	917571	921647	+	4077	2787.16	1612.17	3060.43	2330.79
YDR041W	IV	539803	540414	+	612	955.42	547	1158.42	681
YDR015C	IV	477960	478199	-	240	0	0	1	0
YDL008W	IV	433497	433994	+	498	529	308	708	414
YDR234W	IV	931129	933210	+	2082	5563.24	1498.74	5383.47	2060.14
YDR511W	IV	1470017	1470418	+	402	738	378	821	457
YDR519W	IV	1480425	1480832	+	408	547.50	321	531.00	504.67
YDL086C-A	IV	301655	302089	-	435	33	23	27.20	29
YDR250C	IV	960086	960361	-	276	2	7	5	6
YDR465C	IV	1393336	1394574	-	1239	1791	427	1987.33	623.50
YDL001W	IV	447984	449276	+	1293	505.99	373.72	658.62	503.40
YDR454C	IV	1366264	1366827	-	564	2894.50	1549	3214.50	2174.86
YDR013W	IV	473157	473783	+	627	150.06	150.06	208.29	207.19
YDR076W	IV	598468	599688	+	1221	192.50	110	182.50	161.17
YDL095W	IV	287059	289512	+	2454	7008.00	5230.33	6616.08	6929.17
YDL007C-A	IV	436567	436824	-	258	0	0	1	0
YDL130W	IV;IV	229906;230321	230019;230527	+;+	321	1853.25	851.50	1677.33	1084
YDR100W	IV	655013	655444	+	432	933.50	681	957.58	872
YDR479C	IV	1415210	1416874	-	1665	534.25	873.50	537.00	1124.96
tS(AGA)D1	IV	437772	437853	+	82	3	0.20	0.30	0.20
YDL117W	IV	248581	251238	+	2658	2171.25	1461.46	2720.83	2237.18
YDR140W	IV	734138	734803	+	666	699	425	837	751
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	1394.33	973	1415.50	1416.67
tQ(UUG)D2	IV	645153	645224	-	72	1.50	2.08	0.27	1
YDR327W	IV	1125302	1125628	+	327	5	0.50	7	2
YDR062W	IV	576474	578159	+	1686	4864.31	3473.30	5149.85	4821.70
YDR143C	IV	742042	743874	-	1833	2955.43	1438.25	3125.15	2052.03
YDL172C	IV	148607	149086	-	480	16.50	5	11	6
YDL053C	IV	361699	362256	-	558	1464.67	979.50	1464.38	1321.33
YDR223W	IV	912099	913502	+	1404	35.00	22.42	41.83	43.46
YDL037C	IV	384601	385587	-	987	15861.51	7062.65	18937.78	10178.78
YDL167C	IV	160995	163154	-	2160	2702.31	1167.67	3194.17	1981.25
YDR246W-A	IV	955133	955333	+	201	44	50.50	45.50	38
YDR371C-A	IV	1219509	1219613	-	105	0	0	2	1.17
YDR517W	IV	1477239	1478357	+	1119	1168	796	1009.50	1170.33
YDL226C	IV	51115	52173	-	1059	937	613	844	848
YDR467C	IV	1397583	1397909	-	327	39.50	22.50	45.00	46.50
YDL134C	IV	219662	220771	-	1110	1948.21	1654.50	2201	2404.54
YDR117C	IV	683946	685643	-	1698	1371.83	1039.60	1605.56	1506.42
YDR314C	IV	1090433	1092511	-	2079	644.25	524.00	707.52	689.75
YDR440W	IV	1342493	1344241	+	1749	509.22	388.42	645.25	617.75
YDR303C	IV	1068729	1071386	-	2658	1797.75	1419.42	2089.54	2155.50
YDL078C	IV	315357	316388	-	1032	1676	1199.08	1869	1794.87
YDL238C	IV	28985	30454	-	1470	625	597	572.25	863
YDR529C	IV	1496165	1496548	-	384	3752	2657	4697.89	3501.33
YDR437W	IV	1337352	1337774	+	423	230	170.50	248.50	211
snR47	IV	541602	541700	-	99	453	195	401	292
YDL196W	IV	106741	107070	+	330	22.50	14	17	14.50
YDR452W	IV	1362878	1364902	+	2025	4302.42	2216.31	4607.83	3072.28
YDR445C	IV	1352182	1352589	-	408	0.67	2	1.50	2
YDR347W	IV	1169178	1170143	+	966	1314.17	476.19	1415.81	724
tQ(UUG)D1	IV	520972	521043	+	72	0	3	4.27	0
YDR490C	IV	1431968	1434268	-	2301	1164.72	1191.05	1307.95	1618.57
YDR516C	IV	1474974	1476476	-	1503	1149.33	794.50	1186.67	1061.50
YDR509W	IV	1468226	1468573	+	348	0.64	0.05	0.50	1.02
YDL193W	IV	114672	115799	+	1128	924	624.25	965.25	902.20
YDL137W	IV	216529	217074	+	546	2126.00	2021.95	2522.90	2869.83
YDL118W	IV	247302	247682	+	381	1	1	0	1
YDR235W	IV	933504	935138	+	1635	1125.62	1126.33	1482.23	1538.50
YDR233C	IV	929470	930357	-	888	16443.20	10484.80	16882.52	13564.05
YDR388W	IV	1250186	1251634	+	1449	2739.40	2282.83	2742.12	3158.08
YDR209C	IV	871036	871449	-	414	2	4	2	5
YDR049W	IV	553254	555152	+	1899	964.76	590.96	1165.25	804.83
YDL194W	IV	111580	114234	+	2655	898.25	561.92	1006.83	874.50
YDR021W	IV	486804	488003	+	1200	715.54	281.10	979.71	447.79
YDR353W	IV	1183299	1184258	+	960	3931.17	2447.50	3917.42	3450.70
YDR051C	IV	557056	558060	-	1005	891.42	447.17	1047	674.10
YDR288W	IV	1037195	1038106	+	912	541	368	634	489
YDR141C	IV	734901	739997	-	5097	5264.79	4019.30	5530.04	5432.21
YDR194C	IV	845952	847946	-	1995	4634.52	1962.42	5323.81	2867.10
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	195	97	215.38	152
